country,to_review,suggested_standard,n1,n2,dist,standard
China,Foshan Shi,Foshan,47,6,0.133333333,
China,Fucheng Qu,Acheng Qu,12,12,0.103703704,
China,Fukang Shi,Luan Shi,12,18,0.141666667,
China,Fuliang Xian,Fengtai Xian,24,24,0.177777778,
China,Furong Qu,Fucheng Qu,12,12,0.174074074,
China,Fushan Qu,Boshan Qu,12,12,0.148148148,
China,Fushun,Foshan,47,39,0.222222222,
China,Fuxin,Wuxi,34,44,0.216666667,
China,Fuxin Shi,Chuxiong Shi,12,6,0.148148148,
China,Fuyang,Puyang,34,35,0.111111111,
China,Fuzhou,Huzhou,38,41,0.111111111,
China,Fuzhou Fujian,Fuzhou,38,15,0.179487179,
China,Fuzhou Jiangxi,Suzhou Jiangsu,6,18,0.142857143,
China,Fuzhou Shi,Fuzhou,38,6,0.133333333,
China,Gangbei,Ganzi,12,24,0.20952381,
China,Gangbei District,Mawei District,6,12,0.130952381,
China,Gangbei Qu,Fangzi Qu,12,12,0.174074074,
China,Gangkou Qu,Changzhou Qu,24,24,0.177777778,
China,Gangnan Qu,Gannan,12,17,0.133333333,
China,Gangzha Qu,Gangnan Qu,12,12,0.133333333,
China,Ganjingzi Qu,Binjiang Qu,12,12,0.152525253,
China,Gannan,Huangnan,17,20,0.180555556,
China,Ganzhou,Cangzhou,49,32,0.130952381,
China,Ganzhou Qu,Gangkou Qu,24,24,0.133333333,
China,Ganzhou Shi,Binzhou Shi,6,6,0.121212121,
China,Ganzi,Ganzhou,32,24,0.20952381,
China,Ganzi Zangzu Zizhizhou,Diqing Zangzu Zizhizhou,12,12,0.226232577,
China,Gaochang Qu,Dachuan Qu,24,24,0.157575758,
China,Gaogang Qu,Gaochang Qu,24,12,0.149494949,
China,Gaoming Qu,Gaochang Qu,24,12,0.157575758,
China,Gaoping Qu,Gaochang Qu,24,6,0.157575758,
China,Gonghe Xian,Gaer Xian,24,24,0.195286195,
China,Gongjing Qu,Dongxing Qu,12,12,0.121212121,
China,Gu Cheng Qu,Chengxi Qu,12,12,0.157575758,
China,Guancheng Huizuqu,Xuancheng,12,26,0.213507625,
China,Guandu Qu,Wudu Qu,12,24,0.158730159,
China,Guang An,Guiyang,33,50,0.220238095,
China,Guang Yang Qu,Gangnan Qu,12,12,0.172934473,
China,Guang'an,Guangyuan,8,20,0.115740741,
China,Guangan Qu,Gangnan Qu,12,12,0.103703704,
China,Guangan Shi,Fukang Shi,12,6,0.157575758,
China,Guangling Qu,Guangan Qu,12,12,0.116666667,
China,Guangyang,Guang'an,8,6,0.115740741,
China,Guangyang District,Tangwanghe District,6,12,0.125730994,
China,Guangyang Qu,Guangling Qu,12,6,0.111111111,
China,Guangyuan,Guang An,33,20,0.194444444,
China,Guangzhou Shi,Guangzhou,62,3,0.102564103,
China,Guanshanhu Qu,Guandu Qu,12,12,0.165242165,
China,Guanxiang Alley,Guang An,33,6,0.238888889,
China,Gucheng,Fucheng Qu,12,12,0.180952381,
China,Gucheng District,Fengze District,6,6,0.15,
China,Gucheng Qu,Acheng Qu,12,12,0.103703704,
China,Guichi Qu,Aihui Qu,24,24,0.187169312,
China,Guigang,Nujiang,17,18,0.19047619,
China,Guilin,Jilin,36,42,0.177777778,
China,Guixi Shi,Kaili Shi,12,24,0.222222222,
China,Guiyang,Guangzhou,62,50,0.243386243,
China,Guiyang Shi,Guangan Shi,6,6,0.121212121,
China,Gulou Qu,Guandu Qu,12,12,0.194444444,
China,Gusu Qu,Gulou Qu,12,12,0.130952381,
China,Guta Qu,Guangan Qu,12,6,0.180952381,
China,Guyuan,Guiyang,50,15,0.150793651,
China,Haerbin Shi,Harbin,12,46,0.151515152,
China,Haibei,Haixi,20,26,0.177777778,
China,Haibowan,Hainan,12,20,0.180555556,
China,Haibowan District,Hantai District,6,12,0.104855275,
China,Haibowan Qu,Daan Qu,12,12,0.199134199,
China,Haicheng,Tacheng,6,24,0.130952381,
China,Haicheng Qu,Jiaocheng Qu,6,12,0.119191919,
China,Haidian,Hainan,6,20,0.150793651,
China,Haidian Qu,Xiaodian Qu,6,12,0.130976431,
China,Haidong,Baoding,46,23,0.150793651,
China,Haigang,Hinggan,6,15,0.178571429,
China,Haigang Qu,Gaogang Qu,12,6,0.133333333,
China,Hailaer Qu,Baita Qu,24,12,0.216666667,
China,Hailing,Jialing,6,12,0.150793651,
China,Hailing Qu,Xiling Qu,6,12,0.103703704,
China,Haimen,Xiamen,34,49,0.177777778,
China,Haimen Shi,Hetian Shi,6,12,0.103703704,
China,Hainan,Handan,20,45,0.111111111,
China,Haishu Qu,Huaishang Qu,12,24,0.175925926,
China,Haixi,Laixi,26,34,0.133333333,
China,Haiyan Xian,Fuliang Xian,24,24,0.243686869,
China,Haizhou Qu,Bazhou Qu,12,12,0.103703704,
China,Haizhu Qu,Bazhou Qu,12,12,0.148148148,
China,Hami,Haimen,34,12,0.194444444,
China,Hanbin,Harbin,12,46,0.111111111,
China,Hanbin District,Haibowan District,6,6,0.104855275,
China,Hanbin Qu,Hanbin,12,12,0.111111111,
China,Hangzhou,Guangzhou,62,49,0.115740741,
China,Hangzhou Shi,Hangzhou,49,6,0.111111111,
China,Hanjiang,Yangjiang,6,37,0.115740741,
China,"Hanjiang District, Yangzhou",Yanjiang District,6,12,0.155410312,
China,Hanjiang Qu,Yanliang Qu,6,12,0.121212121,
China,Hanshan Qu,Huangshigang Qu,12,24,0.111111111,
China,Hantai,Yantai,12,39,0.111111111,
China,Hantai District,Beita District,12,12,0.142063492,
China,Hantai Qu,Hantai,12,12,0.111111111,
China,Hanting Qu,Hanbin Qu,12,12,0.103703704,
China,Hanyu Road,Yuma Road,9,12,0.221693122,
China,Hanzhong,Hangzhou,49,15,0.166666667,
China,Haozhou,Hangzhou,49,12,0.130952381,
China,Hebei Qu,Chengbei Qu,12,12,0.162878788,
China,Hebi,Hefei,26,50,0.216666667,
China,Hecheng Qu,Echeng Qu,24,24,0.166203704,
China,Hechi,Hebi,26,20,0.216666667,
China,Hedong Qu,Hongqi Qu,12,24,0.148148148,
China,Hefei Shi,Hefei,50,6,0.148148148,
China,Hegang,Hengyang,15,26,0.166666667,
China,Heihe,Hebi,26,18,0.216666667,
China,Heihe Shi,Hefei Shi,6,6,0.115740741,
China,Hejian Road,Hanyu Road,9,6,0.157575758,
China,Hengyang,Shenyang,26,53,0.166666667,
China,Hengyang Shi,Hengyang,26,12,0.111111111,
China,Heping Qu,Hedong Qu,12,12,0.148148148,
China,Heshan Qu,Hecheng Qu,24,24,0.174074074,
China,Hetang Qu,Hedong Qu,12,12,0.148148148,
China,Hetian,Heyuan,21,37,0.222222222,
China,Hetian Shi,Hetian,21,12,0.133333333,
China,Hexi Qu,Hebei Qu,12,12,0.130952381,
China,Heyuan,Deyang,39,37,0.222222222,
China,Heze,Hefei,50,40,0.216666667,
China,Heze Shi,Hezuo Shi,6,24,0.115740741,
China,Hezhou,Dezhou,39,12,0.111111111,
China,Hezuo Shi,Akesu Shi,24,24,0.222222222,
China,Hinggan,Hainan,20,15,0.150793651,
China,Hong Kong Sar,Hong Kong,32,2,0.102564103,
China,Honggang Qu,Tongguan Qu,12,24,0.121212121,
China,Honghe,Rongcheng,12,34,0.203703704,
China,Honghuagang Qu,Huangshigang Qu,12,24,0.132356532,
China,Hongkou,Yingkou,6,37,0.19047619,
China,Hongqi Qu,Dongpo Qu,24,24,0.222222222,
China,Hongqiao Qu,Dongbao Qu,12,12,0.157575758,
China,Hongshan Qu,Bengshan Qu,24,12,0.121212121,
China,Hongta,Hotan,6,12,0.155555556,
China,Hongta District,Potou District,6,12,0.16031746,
China,Hongta Qu,Congtai Qu,12,6,0.103703704,
China,Hongwei,Zhongwei,12,15,0.130952381,
China,Hongwei District,Gangbei District,6,6,0.125,
China,Hongwei Qu,Hongqi Qu,24,6,0.103703704,
China,Hotan,Hetian,21,12,0.177777778,
China,Hsinchu,Yinchuan,16,43,0.220238095,
China,Hsinchu County,Hsinchu,16,3,0.166666667,
China,Huadu Qu,Guandu Qu,12,12,0.115740741,
China,Huai'an,Hainan,20,19,0.150793651,
China,Huaian Qu,Haidian Qu,6,6,0.103703704,
China,Huaibei,Haixi,26,25,0.20952381,
China,Huaibei Shi,Huaibei,25,12,0.121212121,
China,Huaibeizhen,Huaibei,25,12,0.121212121,
China,Huaihua,Huizhou,20,41,0.19047619,
China,Huaihua Shi,Huaihua,20,6,0.121212121,
China,Huainan,Handan,45,20,0.150793651,
China,Huainan Shi,Guangan Shi,6,6,0.121212121,
China,Huaishang Qu,Gaochang Qu,24,24,0.202020202,
China,Huaiyin,Baiyin,23,12,0.150793651,
China,Huaiyin Qu,Baiyin Qu,12,6,0.103703704,
China,Hualien,Haimen,34,16,0.150793651,
China,Hualien County,Hualien,16,3,0.166666667,
China,Hualong Qu,Hongqi Qu,24,24,0.174074074,
China,Huancui Qu,Yuanhui Qu,12,24,0.133333333,
China,Huangdao Qu,Hualong Qu,24,12,0.149494949,
China,Huanggang,Huangshigang Qu,20,24,0.133333333,
China,Huangnan,Huanggang,20,20,0.163359788,
China,Huangpu Qu,Huangzhou Qu,12,24,0.116666667,
China,Huangshan,Tangshan,26,49,0.115740741,
China,Huangshan Qu,Xiangshan Qu,12,24,0.111111111,
China,Huangshi,Huangshan,26,23,0.115740741,
China,Huangshi Shi,Huangshi,23,6,0.111111111,
China,Huangshigang Qu,Huangshan,26,24,0.133333333,
China,Huangyan Qu,Huangdao Qu,12,12,0.121212121,
China,Huangzhou Qu,Hangzhou,49,24,0.111111111,
China,Huarong Qu,Furong Qu,12,12,0.103703704,
China,Huashan,Huaishang Qu,24,6,0.138888889,
China,Huashan District,Chuanshan District,12,6,0.143055556,
China,Huashan Qu,Huaian Qu,6,6,0.103703704,
China,Huaxi Qu,Hexi Qu,12,12,0.130952381,
China,Hubin Qu,Hebei Qu,12,12,0.166666667,
China,Huicheng Qu,Acheng Qu,12,12,0.127946128,
China,Huichuan,Huaihua,20,6,0.130952381,
China,Huichuan District,Zichuan District,6,12,0.104493464,
China,Huiji,Huaibei,25,6,0.20952381,
China,Huiji District,Xixiu District,6,12,0.123015873,
China,Huimin Qu,Aimin Qu,12,12,0.115740741,
China,Huinong Qu,Hunjiang Qu,12,24,0.130976431,
China,Huishan Qu,Fushan Qu,12,12,0.103703704,
China,Huiyang Qu,Hualong Qu,24,12,0.133333333,
China,Huizhou,Luzhou,41,42,0.150793651,
China,Hulan Qu,Hualong Qu,24,12,0.108333333,
China,Huli Qu,Huaxi Qu,12,12,0.130952381,
China,Hulun Buir,Hulunbuir,3,12,0.103703704,
China,Hulunbeier Shi,Haerbin Shi,12,12,0.192207792,
China,Hulunbuir,Hulunbeier Shi,12,12,0.17989418,
China,Hunjiang Qu,Huaishang Qu,24,24,0.180976431,
China,Hunnan Qu,Qinnan Qu,12,24,0.148148148,
China,Huojia,Hunjiang Qu,24,6,0.237373737,
China,Huojia County,Huojia,6,6,0.179487179,
China,Huqiu Qu,Huadu Qu,12,12,0.166666667,
China,Huzhou,Luzhou,41,42,0.111111111,
China,Ji An,Xi An,12,36,0.133333333,
China,Ji Nan,Ji Ning,6,18,0.150793651,
China,Ji Ning,Jining,18,33,0.150793651,
China,Ji'nan,Jintan,4,31,0.111111111,
China,Ji'ning,Xining,5,46,0.150793651,
China,Jialing,Jining,12,33,0.150793651,
China,Jialing District,Diecai District,12,12,0.15,
China,Jialing Qu,Hailing Qu,6,6,0.103703704,
China,Jiamusi Shi,Jiamusi,21,6,0.121212121,
China,Jian Shi,Hetian Shi,12,12,0.141666667,
China,Jiancaoping Qu,Jianshan Qu,12,24,0.17965368,
China,Jiangbei Qu,Jiagedaqi Qu,24,12,0.143939394,
China,Jiangcheng Qu,Dongcheng Qu,12,12,0.132478632,
China,Jianggan Qu,Jianshan Qu,12,24,0.121212121,
China,Jiangmen Shi,Jian Shi,12,12,0.111111111,
China,Jiangnan Qu,Jinan Qu,12,24,0.132575758,
China,Jiangyang Qu,Jiangnan Qu,12,12,0.119191919,
China,Jiangyin,Jiangmen,50,34,0.166666667,
China,Jiangyin Shi,Jiangyin,34,6,0.111111111,
China,Jiangzhou Qu,Huangzhou Qu,24,24,0.111111111,
China,Jianhua Qu,Jiangzhou Qu,24,12,0.116666667,
China,Jianshan Qu,Bagongshan Qu,24,24,0.163170163,
China,Jianxi Qu,Jiangbei Qu,12,12,0.127946128,
China,Jianye Qu,Jiangbei Qu,12,12,0.127946128,
China,Jiaocheng,Jincheng,12,32,0.115740741,
China,Jiaocheng District,Jiaocheng,12,12,0.166666667,
China,Jiaocheng Qu,Yicheng Qu,12,24,0.116666667,
China,Jiaojiang Qu,Jiancaoping Qu,12,12,0.15981241,
China,Jiaonan,Jinan,31,43,0.161904762,
China,Jiaozhou,Chaozhou,43,34,0.166666667,
China,Jiaozhou Shi,Jiaozhou,34,6,0.111111111,
China,Jiaozuo Shi,Jiaozuo,42,6,0.121212121,
China,Jiawang Qu,Jiaojiang Qu,12,12,0.116666667,
China,Jiaxing,Jilin,41,42,0.20952381,
China,Jiaxing Shi,Jiujiang Shi,3,6,0.119191919,
China,Jiayuguan,Taiyuan,39,47,0.214285714,
China,Jiedong Qu,Hedong Qu,12,12,0.103703704,
China,Jiefang Qu,Jiawang Qu,12,12,0.133333333,
China,Jieyang,Deyang,39,37,0.150793651,
China,Jiguan,Jiayuguan,39,12,0.166666667,
China,Jiguan District,Zichuan District,6,12,0.106944444,
China,Jiguan Qu,Jiguan,12,12,0.111111111,
China,Jilin Shi,Jian Shi,12,6,0.115740741,
China,Jimei Qu,Jiangbei Qu,12,6,0.162878788,
China,Jin An Qu,Jinan Qu,12,24,0.163359788,
China,Jin Qi Lu,Jinan Qu,12,24,0.194444444,
China,Jinan,Jiangmen,50,43,0.191666667,
China,Jinan Qu,Jinan,43,24,0.125,
China,Jinan Shi,Jiangmen Shi,12,6,0.12037037,
China,Jinchang,Jinan,43,34,0.125,
China,Jincheng,Yancheng,32,49,0.166666667,
China,Jincheng Shi,Jincheng,32,6,0.111111111,
China,Jinchengjiang Qu,Jincheng,32,24,0.166666667,
China,Jinchuan,Jinan,43,6,0.125,
China,Jinchuan District,Zichuan District,6,12,0.115604575,
China,Jinchuan Qu,Xinhua Qu,6,12,0.127946128,
China,Jindong Qu,Jiedong Qu,12,12,0.122222222,
China,Jinfeng Qu,Jiefang Qu,12,12,0.103703704,
China,Jingdezhen,Jingmen,15,20,0.180952381,
China,Jinghai Qu,Jinan Qu,24,12,0.141666667,
China,Jingkou Qu,Jiangzhou Qu,24,12,0.116666667,
China,Jingmen,Jinan,43,20,0.20952381,
China,Jingxiu,Jixi,6,29,0.142857143,
China,Jingxiu District,Qixing District,6,12,0.111507937,
China,Jingxiu Qu,Jingkou Qu,12,6,0.133333333,
China,Jingyang Qu,Longyang Qu,12,24,0.121212121,
China,Jingzhou,Cangzhou,49,42,0.166666667,
China,Jingzhou Qu,Dongzhou Qu,12,6,0.121212121,
China,Jinhua,Jinan,43,41,0.177777778,
China,Jining,Xining,33,46,0.111111111,
China,Jining Qu,Jindong Qu,12,12,0.103703704,
China,Jinjiang Qu,Jiaojiang Qu,12,12,0.119191919,
China,Jinping Qu,Jindong Qu,12,12,0.133333333,
China,Jinshui Qu,Jianhua Qu,12,12,0.133333333,
China,Jintai Qu,Jinghai Qu,12,12,0.103703704,
China,Jintan,Jinchang,34,31,0.180555556,
China,Jinyuan,Jinchuan,6,6,0.130952381,
China,Jinyuan District,Linchuan District,3,6,0.100490196,
China,Jinyuan Qu,Anyuan Qu,12,6,0.103703704,
China,Jinzhong,Jinzhou,20,40,0.130952381,
China,Jinzhou,Jinhua,41,40,0.150793651,
China,Jinzhou Qu,Lizhou Qu,6,24,0.103703704,
China,Jinzhou Shi,Ganzhou Shi,6,6,0.121212121,
China,Jishou,Jinzhou,40,18,0.150793651,
China,Jishou Shi,Jishou,18,12,0.133333333,
China,Jiujiang,Jiaxing,41,40,0.186507937,
China,Jiujiang Qu,Jinjiang Qu,12,6,0.127272727,
China,Jiujiang Shi,Jiujiang,40,6,0.111111111,
China,Jiujiang Xian,Jiujiang,40,6,0.128205128,
China,Jiulongpo,Jurong,6,37,0.203703704,
China,Jiulongpo District,Jiguan District,6,3,0.132010582,
China,Jiulongpo Qu,Dongpo Qu,24,6,0.148148148,
China,Jiuquan,Jiguan,12,12,0.150793651,
China,Jixi,Jiaxing,41,29,0.142857143,
China,Jizhou Qu,Jinzhou,40,24,0.158730159,
China,Junshan Qu,Jinan Qu,24,12,0.141666667,
China,Jurong Shi,Jurong,37,6,0.133333333,
China,Kaifeng,Chifeng,42,37,0.19047619,
China,Kaifu,Kaifeng,37,6,0.20952381,
China,Kaifu Qu,Kaifu,6,6,0.125,
China,Kaili Shi,Aletai Shi,24,24,0.245502646,
China,Kangbashi Qu,Dianbai Qu,12,12,0.177777778,
China,Kangding,Yangjiang,18,37,0.194444444,
China,Kangding Shi,Kangding,18,6,0.111111111,
China,Kaohsiung,Zaozhuang,16,39,0.222222222,
China,Kaohsiung City,Kaohsiung,16,3,0.119047619,
China,Karuo Qu,Babu Qu,24,24,0.220238095,
China,Kashi,Kangbashi Qu,12,12,0.194444444,
China,Kashi Shi,Enshi Shi,12,12,0.148148148,
China,Kecheng Qu,Beichen Qu,12,12,0.133333333,
China,Keerqin Qu,Beilin Qu,24,24,0.244444444,
China,Kelamayi Qu,Bayi Qu,24,12,0.199134199,
China,Kelamayi Shi,Kelamayi Qu,12,6,0.143939394,
China,Kezhou,Dezhou,39,12,0.111111111,
China,Kinmen,Jingmen,20,7,0.150793651,
China,Kongtong,Hong Kong,32,12,0.194444444,
China,Kongtong District,Dongfeng District,12,6,0.117647059,
China,Kongtong Qu,Dongxing Qu,12,12,0.181818182,
China,Kuancheng Qu,Bincheng Qu,12,12,0.143939394,
China,Kuangqu,Kuancheng Qu,12,12,0.214285714,
China,Kuerle Shi,Kaili Shi,24,12,0.244444444,
China,Kuiwen Qu,Hubin Qu,12,12,0.194444444,
China,Kunshan,Anshan,37,34,0.150793651,
China,Kunshan Shi,Wenshan Shi,6,12,0.121212121,
China,Laibin,Laixi,15,34,0.177777778,
China,Laibin Shi,Linxia Shi,6,12,0.122222222,
China,Laicheng Qu,Jiaocheng Qu,12,12,0.119191919,
China,Laishan Qu,Huaishang Qu,24,12,0.116666667,
China,Laiwu Shi,Laiwu,37,6,0.148148148,
China,Laixi Shi,Laibin Shi,6,6,0.103703704,
China,Laizhou,Luzhou,34,42,0.150793651,
China,Laizhou Shi,Binzhou Shi,6,6,0.121212121,
China,Langfang,Lianyungang,44,49,0.234307359,
China,Langya Qu,Daguan Qu,24,24,0.21957672,
China,Lanshan,Lianshan Qu,6,12,0.121212121,
China,"Lanshan District, Linyi","Zhongshan District, Liupanshui",3,6,0.171256039,
China,Lanshan Qu,Huangshan Qu,12,6,0.116666667,
China,Lanzhou,Guangzhou,62,52,0.158730159,
China,Lanzhou Shi,Binzhou Shi,6,6,0.121212121,
China,Laocheng Qu,Gaochang Qu,24,12,0.121212121,
China,Laoshan Qu,Gaochang Qu,24,12,0.157575758,
China,Lasa Shi,Luan Shi,12,18,0.166666667,
China,Lengshuitan Qu,Hengshui,44,24,0.208333333,
China,Leshan,Anshan,37,35,0.222222222,
China,Leshan Shi,Foshan Shi,6,6,0.133333333,
China,Lhasa,Changsha,48,41,0.233333333,
China,Lianchi Qu,Linhe Qu,12,24,0.141666667,
China,Liandu Qu,Guandu Qu,12,12,0.148148148,
China,Liang Zhou Qu,Liangzhou Qu,12,24,0.13966589,
China,Liangqing Qu,Lingdong Qu,12,24,0.143939394,
China,Liangshan,Tangshan,18,49,0.115740741,
China,Liangshan Yizuzizhizhou,Liangshan,18,6,0.202898551,
China,Liangxi Qu,Jianxi Qu,12,12,0.103703704,
China,Liangyuan,Liaoyuan,12,26,0.115740741,
China,Liangyuan District,Guangyang District,6,6,0.126157407,
China,Liangyuan Qu,Nanguan Qu,6,12,0.116666667,
China,Liangzhou Qu,Huangzhou Qu,24,24,0.111111111,
China,Lianhu Qu,Jianhua Qu,12,12,0.103703704,
China,Lianping Xian,Jiujiang Xian,6,6,0.203846154,
China,Lianshan Qu,Cangshan Qu,12,12,0.121212121,
China,Lianxi,Linxia,9,21,0.111111111,
China,Lianxi Qu,Lianchi Qu,12,6,0.103703704,
China,Lianyun Qu,Liandu Qu,12,6,0.103703704,
China,Liaocheng,Yancheng,37,49,0.194444444,
China,Liaoyang,Liyang,23,34,0.138888889,
China,Liaoyang Shi,Chaoyang Shi,6,6,0.111111111,
China,Liaoyuan,Zhaoyuan,26,34,0.166666667,
China,Liaoyuan Shi,Liaoyuan,26,6,0.111111111,
China,Licang Qu,Liangxi Qu,12,12,0.103703704,
China,Licheng Qu,Acheng Qu,12,12,0.103703704,
China,Lienchiang,Jinchang,34,7,0.141666667,
China,Lieshan,Meishan,12,15,0.150793651,
China,Lieshan District,Jiaocheng District,12,6,0.139550265,
China,Lieshan Qu,Heshan Qu,24,6,0.103703704,
China,Lijiang,Jiujiang,40,18,0.130952381,
China,Lijiang Shi,Beijing Shi,6,6,0.121212121,
China,Lin An,Linfen,33,38,0.222222222,
China,Lin An District,Anning District,12,6,0.14017094,
China,Lin'an,Lincang,1,23,0.150793651,
China,Lincang,Jinchang,34,23,0.130952381,
China,Linchuan,Lincang,23,12,0.130952381,
China,Linchuan District,Zichuan District,6,12,0.115604575,
China,Linchuan Qu,Lianhu Qu,12,12,0.134680135,
China,Lingdong Qu,Anding Qu,24,24,0.232112795,
China,Linghe Qu,Licheng Qu,12,12,0.107407407,
China,Lingling Qu,Lingdong Qu,24,24,0.121212121,
China,Linhe Qu,Fancheng Qu,24,24,0.234848485,
China,Lintong Qu,Huinong Qu,12,12,0.133333333,
China,Linwei,Linyi,6,34,0.177777778,
China,Linwei District,Diecai District,12,6,0.133333333,
China,Linwei Qu,Longwei Qu,6,18,0.103703704,
China,Linxia,Laixi,34,21,0.177777778,
China,Linxia Shi,Linxia,21,12,0.133333333,
China,Linxiang,Pingxiang,12,21,0.115740741,
China,Linxiang District,Qixia District,6,12,0.102240896,
China,Linxiang Qu,Liangxi Qu,12,12,0.113636364,
China,Linyi,Jiangyin,34,34,0.233333333,
China,Linzhi Shi,Linxia Shi,12,12,0.216666667,
China,Linzi Qu,Lianchi Qu,12,12,0.141666667,
China,Lishan Qu,Huishan Qu,12,12,0.103703704,
China,Lishi Qu,Lishui,24,42,0.138888889,
China,Litong,Liaoyang,23,12,0.180555556,
China,Litong District,Longzihu District,6,12,0.128664799,
China,Litong Qu,Litong,12,12,0.111111111,
China,Liu An,Lin An,33,12,0.111111111,
China,Liubei Qu,Aihui Qu,24,12,0.194444444,
China,Liunan Qu,Jinan Qu,24,12,0.115740741,
China,Liupanshui,Lishui,42,35,0.216666667,
China,Liupanshui Shi,Linzhi Shi,12,6,0.152380952,
China,Liuzhou,Huizhou,41,39,0.150793651,
China,Liwan Qu,Licang Qu,12,12,0.115740741,
China,Lixia Qu,Liangxi Qu,12,12,0.129166667,
China,Liyang,Guiyang,50,34,0.150793651,
China,Liyang Shi,Liyang,34,6,0.133333333,
China,Lizhou Qu,Jiangzhou Qu,24,24,0.148148148,
China,Longan Qu,Donggang Qu,12,12,0.127946128,
China,Longcheng Qu,Rongcheng,24,34,0.148148148,
China,Longfeng Qu,Longyang Qu,12,24,0.121212121,
China,Longgang Qu,Longyang Qu,12,24,0.110606061,
China,Longhu Qu,Conghua Qu,12,12,0.103703704,
China,Longhua Qu,Donghu Qu,12,12,0.103703704,
China,Longmatan Qu,Longgang Qu,12,12,0.143939394,
China,Longnan,Longyan,12,23,0.150793651,
China,Longquanyi Qu,Longhua Qu,12,12,0.135897436,
China,Longsha Qu,Longan Qu,12,12,0.103703704,
China,Longshan Qu,Bengshan Qu,24,12,0.121212121,
China,Longtan Qu,Dongan Qu,12,12,0.103703704,
China,Longting Qu,Lintong Qu,12,12,0.113636364,
China,Longwan Qu,Dongan Qu,12,12,0.103703704,
China,Longwei Qu,Hongqi Qu,24,18,0.174074074,
China,Longwen Qu,Longan Qu,12,12,0.103703704,
China,Longxu District,Chengyang District,12,12,0.218518519,
China,Longyan,Longyang Qu,23,24,0.121212121,
China,Longyan Shi,Longyan,23,6,0.121212121,
China,Longyang Qu,Longcheng Qu,24,24,0.143939394,
China,Longzihu District,Beihu District,12,12,0.145658263,
China,Loudi Shi,Loudi,29,6,0.148148148,
China,Louxing,Fuxin,34,12,0.20952381,
China,Louxing District,Longzihu District,12,12,0.104493464,
China,Louxing Qu,Litong Qu,12,12,0.14537037,
China,Lu'an,Luoyang,5,37,0.20952381,
China,Luan Shi,Duyun Shi,24,18,0.194444444,
China,Lubei Qu,Liubei Qu,12,12,0.12037037,
China,Lucheng Qu,Acheng Qu,12,12,0.103703704,
China,Luohe Shi,Luohe,23,6,0.148148148,
China,Luohu Qu,Longhu Qu,12,12,0.115740741,
China,Luolong Qu,Wolong Qu,12,24,0.103703704,
China,Luoyang,Guiyang,50,37,0.19047619,
China,Luozhuang Qu,Luohu Qu,12,12,0.111111111,
China,Luqiao Qu,Huqiu Qu,12,12,0.194444444,
China,Lushan Shi,Luan Shi,18,12,0.170833333,
China,Lushui,Lishui,42,18,0.111111111,
China,Lushui Shi,Atushi Shi,24,6,0.133333333,
China,Lusong Qu,Luolong Qu,12,12,0.103703704,
China,Luyang Qu,Huiyang Qu,12,12,0.103703704,
China,Luzhou,Suzhou,42,43,0.111111111,
China,Lvliang,Liyang,34,15,0.150793651,
China,Lvshunkou Qu,Luohu Qu,12,12,0.173611111,
China,Lvyuan Qu,Luyang Qu,12,12,0.115740741,
China,Ma Anshan,Maanshan,6,39,0.115740741,
China,Ma'anshan,Chuanshan,12,10,0.222222222,
China,Maanshan,Tangshan,39,49,0.166666667,
China,Maanshan Shi,Maanshan,39,6,0.111111111,
China,Maiji District,Qixia District,6,12,0.123015873,
China,Maiji Qu,Maiji,12,12,0.125,
China,Mangshi,Enshi,35,24,0.20952381,
China,Maojian Qu,Baita Qu,24,24,0.216666667,
China,Maoming,Baoding,46,37,0.19047619,
China,Maonan Qu,Chaonan Qu,12,12,0.103703704,
